"_id"	"crawl_time"	"weibo_url"	"user_id"	"created_at"	"tool"	"like_num"	"repost_num"	"comment_num"	"image_url"	"content"
"J4EWDuZ0G"	"1619592861"	"https://weibo.com/1699432410/J4EWDuZ0G"	"1699432410"	"2020-06-01 20:40:02"	"微博视频号"	"572"	"234"	"240"		"#六一一起过#【童声共唱《明天会更好》，为世界加油！】2020年，突如其来的新冠肺炎疫情蔓延全球，在这个“六一”国际儿童节，近百名来自中国和其他国家、地区的儿童参与中国发展研究基金会发起的公益“云合唱”，共同唱响《明天会更好》，以声传情，祈盼全人类携起手来，让疫情早日结束，祝愿世界明天会更好！（记者王雨萧） http://t.cn/A62NKMNx"
"J4Eto85mW"	"1619592861"	"https://weibo.com/1699432410/J4Eto85mW"	"1699432410"	"2020-06-01 19:27:57"	"微博视频号"	"322"	"171"	"206"		"#六一一起过#【特殊的成长】这是我国新冠肺炎疫情进入常态化防控阶段后的第一个“六一”国际儿童节，在这段特殊的日子里，这些孩子学会了洗碗、炒鸡蛋，学会了坚持、自律……戳视频，#和小朋友一起成长#↓↓（记者冯雷、王莹、包昱涵） 新华视点的秒拍视频"
"J4DVbzTOZ"	"1619592861"	"https://weibo.com/1699432410/J4DVbzTOZ"	"1699432410"	"2020-06-01 18:03:43"	"微博 weibo.com"	"230"	"159"	"48"	"[""http://wx4.sinaimg.cn/wap180/654b47daly1gfcy32p5tbj20fm0fm77w.jpg""]"	"【外交部：美方阻挡中国发展壮大的图谋注定不会得逞】外交部发言人赵立坚1日说，美方领导人近日就涉港国家安全立法、新冠肺炎疫情、经贸等问题对中方的种种指责完全罔顾事实，所宣布的措施严重干涉中国内政、破坏中美关系，必将损人害己，中方对此坚决反对。美方任何损害中方利益的言行都将遭到中方坚决回击，美方阻挡中国发展壮大的图谋注定不会得逞。中方敦促美方立即纠正错误，摒弃冷战零和思维和意识形态偏见，慎重妥善处理有关问题，不要在错误的道路上越走越远。（记者马卓言、朱超）"
"J4AcX3bAX"	"1619592861"	"https://weibo.com/1699432410/J4AcX3bAX"	"1699432410"	"2020-06-01 08:36:29"	"微博 weibo.com"	"26"	"82"	"3"		"北京昨日无新增报告新冠肺炎确诊病例  5月31日0时至24时，无新增报告境外输入新冠肺炎确诊病例、疑似病例和无症状感染者。截至5月31日24时，累计报告境外输入确诊病例174例，累计出院172例，在院2例。       5月31日0时至24时，无新增报告本地确诊病例、疑似病例和无症状感染者。截至5月31日24时，累计报告本地确诊病例419例，累计出院409例，在院1例，累计死亡9例。      全市已连续46天无本地报告新增确诊病例，具体为平谷区自有疫情以来无报告病例、延庆区129天、门头沟区119天、怀柔区115天、顺义区113天、密云区110天、石景山区108天、大兴区108天、房山区105天、昌平区104天、西城区102天、通州区102天、丰台区89天、东城区86天、海淀区69天、 朝阳区46天。转发理由:【北京昨日无新增报告新冠肺炎确诊病例】"
"J4A9qiHdI"	"1619592861"	"https://weibo.com/1699432410/J4A9qiHdI"	"1699432410"	"2020-06-01 08:27:48"	"微博 weibo.com"	"701"	"159"	"47"	"[""http://wx3.sinaimg.cn/wap180/654b47daly1gfchfrdl96j214m0u0kjl.jpg""]"	"#国际疫情动态#【意大利现有新冠患者降至42075人】意大利民事保护部门31日说，意大利现有新冠患者人数比前一天减少1616人，降至42075人。 　　数据显示，意大利现有患者中，有35253人在居家隔离，6387人在医院接受普通治疗，435人在重症监护室接受治疗。普通住院病例和重症病例分别比前一天减少293例和15例。 　　数据还显示，意大利当天新增确诊病例355例，累计确诊233019例；新增治愈病例1874例，累计治愈157507例；新增死亡病例75例，累计死亡33415例。 　　意大利从1月31日开始实施为期6个月的紧急状态以应对疫情，从3月10日起进入全国“封城”状态直至5月3日，从5月4日起进入抗疫和恢复经济并行的“第二阶段”。从5月18日开始，意大利大幅放松疫情管控措施，商店、餐厅、理发店、博物馆等重新开放，但商家和顾客必须遵守有关安全距离和消毒等方面的规定。从6月3日开始，民众将可以跨地区自由出行。（记者李洁）"
"J4A8szOjW"	"1619592861"	"https://weibo.com/1699432410/J4A8szOjW"	"1699432410"	"2020-06-01 08:25:26"	"微博 weibo.com"	"638"	"150"	"46"	"[""http://wx4.sinaimg.cn/wap180/654b47daly1gfchcvje0fj20fm0fmx6p.jpg""]"	"#国际疫情动态# 【#德国再次发生聚集性感染# 逾百人被要求居家隔离】据德国媒体31日报道，德国下萨克森州哥廷根市近日发生聚集性感染，至少35人被确诊感染新冠病毒，160人被要求居家隔离。 　　据报道，此次聚集性感染源自几个家庭上周末举行的聚会和庆祝活动，确诊感染者中1人为重症患者并在医院接受治疗，居家隔离者中有50多名儿童。 　　这是德国近来发生的又一起聚集性感染。此前，德国黑森州法兰克福市曾发生因宗教活动引发的聚集性感染，约200人感染新冠病毒；下萨克森州莱尔地区一家餐馆曾发生聚集性感染，14人被确诊感染新冠病毒，133人被强制居家隔离。 　　德国疾控机构罗伯特·科赫研究所31日发布的数据显示，截至当天零时，德国累计新冠确诊病例181482例，较前一日增加286例；累计死亡病例8500例，较前一日增加11例。（记者田颖）"
"J4zVszjGy"	"1619592861"	"https://weibo.com/1699432410/J4zVszjGy"	"1699432410"	"2020-06-01 07:53:24"	"微博 weibo.com"	"29"	"243"	"7"	"[""http://wx2.sinaimg.cn/wap180/9764bb42gy1gfcg0b72ezj20bj0ast93.jpg""]"	"【昨天上海无新增本地新冠肺炎确诊病例，无新增境外输入病例】#最新#市卫健委今早（6月1日）通报：5月31日0—24时，无新增境外输入性新冠肺炎确诊病例。#上海战疫##上海加油#  5月31日0—24时，无新增本地新冠肺炎确诊病例。  截至5月31日24时，累计报告境外输入性确诊病例331例，治愈出院324例，在院治疗7例。现有待排查的疑似病例2例。  截至5月31日24时，累计报告本地确诊病例341例，治愈出院333例，死亡7例，在院治疗1例。现有待排查的疑似病例0例。  截至5月31日24时，尚在医学观察中的无症状感染者0例。转发理由:【昨天上海无新增本地新冠肺炎确诊病例，无新增境外输入病例】"
"J4zUirj0Y"	"1619592861"	"https://weibo.com/1699432410/J4zUirj0Y"	"1699432410"	"2020-06-01 07:50:32"	"微博 weibo.com"	"24"	"101"	"8"	"[""http://wx3.sinaimg.cn/wap180/654b47daly1gfcgcnxx2nj20fm0fmx6p.jpg""]"	"#国际疫情动态# 【世卫组织：#中国以外新冠确诊病例达5850366例#】世界卫生组织31日公布的最新数据显示，中国以外新冠确诊病例达到5850366例。 　　世卫组织每日疫情报告显示，截至欧洲中部时间31日10时（北京时间16时），中国以外新冠确诊病例较前一日增加117546例，达到5850366例；中国以外死亡病例较前一日增加4461例，达到362521例。 　　全球范围内，新冠确诊病例较前一日增加117551例，达到5934936例；死亡病例较前一日增加4461例，达到367166例。（记者刘曲）"
"J4P0b5iul"	"1619592865"	"https://weibo.com/1699432410/J4P0b5iul"	"1699432410"	"2020-06-02 22:16:13"	"微博 weibo.com"	"384"	"238"	"257"	"[""http://wx2.sinaimg.cn/wap180/654b47daly1gfeazs3uzzj20fm0fm77w.jpg""]"	"#关于进一步降低物流成本的实施意见#【国务院办公厅转发《关于进一步降低物流成本的实施意见》】新华社北京6月2日电国务院办公厅日前转发国家发展改革委、交通运输部《关于进一步降低物流成本的实施意见》（以下简称《意见》）。 　 《意见》指出，近年来，社会物流成本水平保持稳步下降，但部分领域物流成本高、效率低等问题仍然突出，特别是受新冠肺炎疫情影响，社会物流成本出现阶段性上升，难以适应建设现代化经济体系、推动高质量发展的要求。为深入贯彻落实党中央、国务院关于统筹推进疫情防控和经济社会发展工作的决策部署，进一步降低物流成本、提升物流效率，加快恢复生产生活秩序，《意见》提出六个方面政策措施。 　　一是深化关键环节改革，降低物流制度成本。完善证照和许可办理程序，加快运输领域资质证照电子化。科学推进治理车辆超限超载。维护道路货运市场正常秩序，建立严厉打击高速公路、国省道车匪路霸的常态化工作机制。优化城市配送车辆通行停靠管理。推进通关便利化。深化铁路市场化改革，开展铁路市场化改革综合试点。 　　二是加强土地和资金保障，降低物流要素成本。保障物流用地需求，对重大物流基础设施项目，在建设用地指标方面给予重点保障。完善物流用地考核，合理设置物流用地绩效考核指标。拓宽融资渠道。完善风险补偿分担机制。 　　三是深入落实减税降费措施，降低物流税费成本。落实好大宗商品仓储用地城镇土地使用税减半征收等物流领域税费优惠政策。降低公路通行成本。降低铁路航空货运收费。规范海运口岸收费。加强物流领域收费行为监管。 　　四是加强信息开放共享，降低物流信息成本。在确保信息安全前提下，向社会开放与物流相关的公共信息。加强列车到发时刻等信息开放。降低货车定位信息成本，规范货运车辆定位信息服务商收费行为。 　　五是推动物流设施高效衔接，降低物流联运成本。破除多式联运“中梗阻”，持续推进长江航道整治工程和三峡翻坝综合转运体系建设。完善物流标准规范体系，推广应用符合国家标准的货运车辆、内河船舶船型、标准化托盘和包装基础模数。 　　六是推动物流业提质增效，降低物流综合成本。推进物流基础设施网络建设，研究制定2021－2025年国家物流枢纽网络建设实施方案，继续实施示范物流园区工程，布局建设一批国家骨干冷链物流基地。培育骨干物流企业，鼓励大型物流企业市场化兼并重组。提高现代供应链发展水平。加快发展智慧物流。积极发展绿色物流。 　 《意见》要求，各地区各部门要加强政策统筹协调，切实落实工作责任，结合本地区本部门实际认真组织实施。国家发展改革委要会同有关部门发挥全国现代物流工作部际联席会议作用，加强工作指导，及时总结推广降低物流成本典型经验做法，协调解决政策实施中存在的问题，确保各项政策措施落地见效。"
"J4NiS88fY"	"1619592865"	"https://weibo.com/1699432410/J4NiS88fY"	"1699432410"	"2020-06-02 17:56:47"	"微博 weibo.com"	"85"	"75"	"16"	"[""http://wx2.sinaimg.cn/wap180/654b47daly1gfe3hzrq3tj20v60j80vv.jpg""]"	"#严防疫情反弹#武汉市委常委、常务副市长胡亚波2日在湖北省新冠肺炎疫情防控工作新闻发布会上说，集中核酸检测排查的结果表明，武汉已是一座健康和安全的城市，可以让全国人民放心、让武汉人民安心，给社会注入更多的信心，促使人员合理流动，促进社会秩序全面恢复。（记者：喻珮 谭元斌 摄影：熊琦 ）"
